id, mac, first_ap_id, last_ap_id, ssid, vlan, radio_mode,ap_radio_index, ap_radio_description, ht_mode,first_start, first_stop, last_start, last_stop,interface_index, first_ap_folder_id, last_ap_folder_id, rsta_type, rsta_type_user_set, forward_mode, device_os,device_os_detail, mdm_server_id, device_id,from_snmp_trap, tunneled_device_id, user_agent_string,aruba_device_type, device_classification_source,vendor, authen_type, authen_state_from_mib, login_time, logout_time, device_type,device_manufacturer, device_model, notes,serial_number, phone_number, network_chipset,network_driver,eap_supplicant, asset_id,asset_group,asset_category, service_start_string, service_end_string, client_name_enabled, serial_number_enabled,phone_number_enabled,network_chipset_enabled,network_driver_enabled, eap_supplicant_enabled, asset_id_enabled, asset_group_enabled, asset_category_enabled, service_start_st ring_enabled, service_end_string_enabled, device_type_enabled, device_manufacturer_enabled, device_model_enabled, device_os_enabled, device_os_detail_enabled, self_ap_id, search_mac, is_vip, device_classification_source_version
1803,78:7E:61:76:F4:1A,237,237,eduroam,12,a,2,802.11ac,0,1496301450,1496301751,1496301450,1496301751,\N,7,7,1,0,0,iOS,10.2,\N,\N,0,\N,server-bag [iPhone OS\,10.2\,14C92\,iPhone7\,2],iPhone,2,Apple\, Inc.,\N,0,1496301450,1496301753,Apple iPhone,Apple,iPhone,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,1C:69:A5:32:C6:EB,205,192,eduroam,12,g,1,802.11bgn,0,1492724569,1492724870,1496261387,1496263200,\N,4,4,1,0,0,BlackBerry OS,BlackBerry 7.1.0.391,\N,\N,0,\N,BlackBerry9360/7.1.0.391 Profile/MIDP-2.1 Configuration/CLDC-1.1 VendorID/107,BlackBerry,2,BlackBerry RTS,\N,0,1496261389,1496263202,RIM BlackBerry 9360,RIM,BlackBerry 9360,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,1C69A532C6EB,0,\N
332,84:10:0D:99:9B:18,194,205,eduroam,12,g,1,802.11bgn,0,1492728773,1492729074,1492731476,1492731776,\N,4,4,1,0,0,Android,Linux; U; Android 6.0; MotoG3 Build/MPIS24.65-33.1-2-2-6,\N,\N,0,\N,Dalvik/2.1.0 (Linux; U; Android 6.0; MotoG3 Build/MPIS24.65-33.1-2-2-6),Android,2,Motorola Mobility LLC\, a Lenovo Company,\N,0,1492731477,1492731777,Android,,MotoG3,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,84100D999B18,0
341,4C:66:41:82:49:F9,205,205,eduroam,12,g,1,802.11bgn,0,1492732976,1492733876,1493842798,1493843699,\N,4,4,1,0,0,,,\N,\N,0,\N,\N,,\N,Unknown,\N,0,1493842799,1493843699,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,4C66418249F9,0,\N
318,E8:4E:84:12:3B:74,197,205,tru,7,g,1,802.11bgn,0,1492725170,1492732376,1496450809,1496452013,\N,4,4,1,0,0,Android,Linux; U; Android 4.3; SGH-I257M Build/JSS15J,\N,\N,0,\N,Dalvik/1.6.0 (Linux; U; Android 4.3; SGH-I257M Build/JSS15J),Android,2,Samsung Electronics Co.\,Ltd,\N,0,1496450810,1496452014,Samsung SGH-I257M,Samsung,SGH-I257M,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,E84E84123B74,0
1508,34:A3:95:47:CF:D9,211,211,eduroam,12,a,2,802.11ac,0,1495558467,1495561773,1496676020,\N,\N,7,7,1,0,0,iOS,10.3.2 (14F89),\N,\N,0,\N,iPad4\,1/10.3.2 (14F89),iPad,2,Apple\, Inc.,EAP,1,1496676024,\N,Apple iPad,Apple,iPad,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,34A39547CFD9
1860,28:ED:6A:CC:C6:92,205,205,eduroam,12,g,1,802.11bgn,0,1496524580,1496524881,1496524580,1496524881,\N,4,4,1,0,0,,,\N,\N,0,\N,\N,,\N,Apple\, Inc.,\N,0,\N,\N,Apple\, Inc.,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,28ED6ACCC692
165,E4:58:B8:5D:66:BB,205,189,tru,7,g,1,802.11bgn,0,1492633928,1492635130,1496674213,\N,\N,1,4,1,0,0,Android,Linux; Android 5.1.1; SM-G530W Build/LRX22C,\N,\N,0,\N,Mozilla/5.0 (Linux; Android 5.1.1; SM-G530W Build/LRX22C) AppleWebKit/537.36 (KHTML\, like Gecko) SamsungBrowser/3.0 Chrome/38.0,Android,2,Samsung Electronics Co.\,Ltd,MAC,1,1496674214,\N,Samsung SM-G530W,Samsung,SM-G530W,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,E458B85D66BB
1138,54:72:4F:9E:2A:C6,201,201,eduroam,12,a,2,802.11ac,0,1494265555,1494266156,1496679936,1496681142,\N,4,4,1,0,0,iOS,10.3.2,\N,\N,0,\N,server-bag [iPhone OS\,10.3.2\,14F89\,iPhone6\,1],iPhone,2,Apple\, Inc.,\N,0,1496679937,1496681142,Apple iPhone,Apple,iPhone,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,B4:18:D1:68:4A:3F,205,205,eduroam,12,g,1,802.11bgn,0,1492725170,1492725470,1492725170,1492725470,\N,4,4,1,0,0,,,\N,\N,0,\N,\N,,\N,Apple\, Inc.,\N,0,\N,\N,Apple\, Inc.,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,B418D1684A3F
323,8C:1A:BF:91:B4:13,205,205,tru,7,g,1,802.11bgn,0,1492725470,1492726671,1492802898,1492804399,\N,4,4,1,0,0,Android,Linux; Android 6.0.1; SM-G903W Build/LRX22C,\N,\N,0,\N,Mozilla/5.0 (Linux; Android 6.0.1; SM-G903W Build/LRX22C) AppleWebKit/537.36 (KHTML\, like Gecko) SamsungBrowser/3.0 Chrome/38.0,Android,2,Samsung Electronics Co.\,Ltd,\N,0,\N,\N,Samsung SM-G903W,Samsung,SM-G903W,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,8C1ABF91B413
1794,98:5F:D3:37:58:F0,200,205,tru,7,g,1,802.11bgn,0,1496275578,1496281613,1496281613,1496282515,\N,4,4,1,0,0,Windows,Windows NT 10.0; WOW64; rv:51.0,\N,\N,0,\N,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,Win 10,2,Microsoft Corporation,\N,0,1496281614,1496282515,Windows 10,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,985FD33758F0,0,\N
1732,B4:AE:2B:C3:74:0D,196,196,tru,7,a,2,802.11ac,0,1496166337,1496166939,1496166337,1496166939,\N,1,1,1,0,0,Windows,Windows NT 10.0; Win64; x64,\N,\N,0,\N,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML\, like Gecko) Chrome/58.0.3029.110 Safari/537.36,Win 10,2,Microsoft,\N,0,1496166340,1496166943,Windows 10,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,B4AE2BC3740D,0
1029,70:70:0D:70:84:BA,205,205,eduroam,12,a,2,802.11ac,0,1493913324,1493913624,1494353880,1494354781,\N,4,4,1,0,0,iOS,10_3_1,\N,\N,0,\N,Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML\, like Gecko) Mobile/14E304,iPhone,2,Unknown,\N,0,1494353882,1494354783,Apple iPhone,Apple,iPhone,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,70700D7084BA,0
335,48:BF:6B:DA:7C:38,198,196,tru,7,a,2,802.11ac,0,1492731175,1492731776,1496422497,1496422799,\N,4,1,1,0,0,Mac OS X,10_12_5,\N,\N,0,\N,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML\, like Gecko),OS X,2,Unknown,\N,0,1496422498,1496422802,Apple Mac,Apple,Mac,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,48BF6BDA7C38,0
327,68:C4:4D:8B:12:ED,191,203,tru,7,a,2,802.11ac,0,1492726071,1492726371,1496524881,1496525784,\N,4,4,1,0,0,Android,Linux; U; Android 7.0; XT1635-02 Build/NPNS25.137-24-1-4,\N,\N,0,\N,Dalvik/2.1.0 (Linux; U; Android 7.0; XT1635-02 Build/NPNS25.137-24-1-4),Android,2,Unknown,\N,0,1496524882,1496525784,Android,,XT1635-02,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,68C44D8B12ED,0,\N
1509,80:E6:50:19:E8:22,211,211,eduroam,12,a,2,802.11ac,0,1495558467,1495646198,1496545952,\N,\N,7,7,1,0,0,Mac OS X,10_12_5,\N,\N,0,\N,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML\, like Gecko) Version/10.1.1 Safari/603.2.4,OS X,2,Apple\, Inc.,EAP,1,1496545956,\N,Apple Mac,Apple,Mac,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,80E65019E822
1135,54:9F:13:34:71:96,200,200,eduroam,12,g,1,802.11bgn,0,1494260147,1494263152,1496257459,1496257760,\N,4,4,1,0,0,iOS,10.2.1,\N,\N,0,\N,server-bag [iPhone OS\,10.2.1\,14D27\,iPhone7\,1],iPhone,2,Apple\, Inc.,\N,0,1496257462,1496257763,Apple iPhone,Apple,iPhone,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,F4:0E:22:B8:1A:25,205,205,tru,7,a,2,802.11ac,0,1492725771,1492726671,1493087181,1493087382,\N,4,4,1,0,0,,,\N,\N,0,\N,\N,,\N,Samsung Electronics Co.\,Ltd,\N,0,\N,\N,Samsung Electronics Co.\,Ltd,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,F40E22B81A25
1030,E8:B1:FC:72:E5:89,199,199,tru,7,a,2,802.11ac,0,1493913324,1493914525,1493913324,1493914525,\N,4,4,1,0,0,,,\N,\N,0,\N,\N,,\N,Intel Corporate,\N,0,\N,\N,Intel Corporate,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,E8B1FC72E589,0,\N
321,D8:55:A3:8C:C9:36,205,205,tru,7,g,1,802.11bgn,0,1492725170,1492726671,1492725170,1492726671,\N,4,4,1,0,0,Android,K85,\N,\N,0,\N,Spotify/7.2.0  Android/21 (K85),Android,2,zte corporation,\N,0,1492725472,1492726672,Android,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,D855A38CC936,0,\N
359,68:DB:CA:BA:03:5F,205,205,eduroam,12,a,2,802.11ac,0,1492750980,1492751280,1492750980,1492751280,\N,4,4,1,0,0,,,\N,\N,0,\N,\N,,\N,Apple\, Inc.,\N,0,\N,\N,Apple\, Inc.,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,68DBCABA035F
1230,48:D7:05:54:97:4E,205,205,tru,7,g,1,802.11bgn,0,1494445832,1494446433,1496364372,1496366175,\N,4,4,1,0,0,iOS,,\N,\N,0,\N,Transit/21920 transitLib/19 iOS/9.3.4 Device/iPhone6\,1,iPhone,2,Apple\, Inc.,\N,0,1496364372,1496366176,Apple iPhone,Apple,iPhone,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,48D70554974E
1187,34:36:3B:3D:67:0A,200,205,tru,7,g,1,802.11bgn,0,1494357786,1494358086,1496288826,1496289127,\N,4,4,1,0,0,iOS,10_2_1,\N,\N,0,\N,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML\, like Gecko) Mobile/14D27,iPhone,2,Apple\, Inc.,\N,0,\N,\N,Apple iPhone,Apple,iPhone,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,34363B3D670A
1081,60:A4:D0:89:05:87,205,205,eduroam,12,g,1,802.11bgn,0,1494007585,1494008186,1496173851,1496174151,\N,4,4,1,0,0,Android,Linux; U; Android 6.0.1; SM-G610F Build/MMB29K,\N,\N,0,\N,Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-G610F Build/MMB29K),Android,2,Unknown,\N,0,1496173853,1496174154,Motorola SM-G610F,Motorola,SM-G610F,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,60A4D0890587,0,\N
1733,8C:F5:A3:B3:4E:70,237,206,eduroam,12,a,2,802.11ac,0,1496167240,1496167540,1496167540,1496167841,\N,7,7,1,0,0,Android,Linux; U; Android 7.0; SM-G930W8 Build/NRD90M,\N,\N,0,\N,Dalvik/2.1.0 (Linux; U; Android 7.0; SM-G930W8 Build/NRD90M,Android,2,Unknown,\N,0,1496167543,1496167843,Android,,SM-G930W8,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,8CF5A3B34E70,0,\N
1861,08:74:02:61:E4:20,205,205,tru,7,a,2,802.11ac,0,1496529698,1496530601,1496529698,1496530601,\N,4,4,1,0,0,,,\N,\N,0,\N,\N,,\N,Apple\, Inc.,\N,0,\N,\N,Apple\, Inc.,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,08740261E420
309,F0:79:60:B9:4C:65,189,193,eduroam,12,g,1,802.11bgn,0,1492722768,1492725470,1496679033,\N,\N,4,4,1,0,0,iOS,10.3.1 (14E304),\N,\N,0,\N,iPhone8\,2/10.3.1 (14E304),iPhone,2,Unknown,EAP,1,1496679033,\N,Apple iPhone,Apple,iPhone,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,F07960B94C65,0
336,4C:66:41:9B:4F:DE,205,205,eduroam,12,g,1,802.11bgn,0,1492731776,1492732676,1493842197,1493842498,\N,4,4,1,0,0,Android,Linux; Android 6.0.1; SM-G935F Build/LRX22C,\N,\N,0,\N,Mozilla/5.0 (Linux; Android 6.0.1; SM-G935F Build/LRX22C) AppleWebKit/537.36 (KHTML\, like Gecko) SamsungBrowser/3.0 Chrome/38.0,Android,2,Unknown,\N,0,1493842198,1493842498,Samsung SM-G935F,Samsung,SM-G935F,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,4C66419B4FDE,0
337,58:7F:57:2D:AC:6D,205,205,eduroam,12,g,1,802.11bgn,0,1492731776,1492732076,1492731776,1492732076,\N,4,4,1,0,0,iOS,10_3_1,\N,\N,0,\N,Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML\, like Gecko) Mobile/14E304,iPhone,2,Apple\, Inc.,\N,0,\N,\N,Apple iPhone,Apple,iPhone,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,587F572DAC6D
343,90:B6:86:D4:DD:23,205,205,eduroam,12,g,1,802.11bgn,0,1492734177,1492736277,1496168442,1496169343,\N,4,4,1,0,0,Android,Linux; Android 6.0.1; SM-G900W8 Build/LRX22C,\N,\N,0,\N,Mozilla/5.0 (Linux; Android 6.0.1; SM-G900W8 Build/LRX22C) AppleWebKit/537.36 (KHTML\, like Gecko) SamsungBrowser/3.0 Chrome/38.,Android,2,Murata Manufacturing Co.\, Ltd.,\N,0,1496168444,1496169345,Samsung SM-G900W8,Samsung,SM-G900W8,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,90B686D4DD23
338,84:38:38:CD:80:32,205,205,eduroam,12,g,1,802.11bgn,0,1492731776,1492732376,1492731776,1492732376,\N,4,4,1,0,0,,,\N,\N,0,\N,\N,,\N,Samsung Electro Mechanics co.\, LTD.,\N,0,1492731777,1492732377,Samsung Electro Mechanics co.\, LTD.,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,843838CD8032
1355,00:B3:62:1A:78:D6,205,205,tru,7,g,1,802.11bgn,0,1494955517,1494956117,1494955517,1494956117,\N,4,4,1,0,0,,,\N,\N,0,\N,\N,,\N,Unknown,\N,0,\N,\N,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,00B3621A78D6,0,\N
1652,6C:88:14:65:EE:90,200,195,eduroam,12,a,2,802.11ac,0,1495836377,1495836677,1496069599,1496069899,\N,4,1,1,0,0,Windows,,\N,\N,0,\N,Windows-Update-Agent/10.0.10011.16384 Client-Protocol/1.40,Windows,2,Intel Corporate,\N,0,1496069599,1496069899,Windows,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,6C881465EE90,0,\N
342,C0:33:5E:25:DF:E5,205,205,tru,7,g,1,802.11bgn,0,1492733876,1492734177,1492733876,1492734177,\N,4,4,1,0,0,,,\N,\N,0,\N,\N,,\N,Microsoft,\N,0,\N,\N,Microsoft,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,C0335E25DFE5,0,\N
1444,04:4B:ED:2F:E3:08,205,205,tru,7,a,2,802.11ac,0,1495152287,1495152588,1496255647,1496256552,\N,4,4,1,0,0,iOS,10_3_2,\N,\N,0,\N,Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML\, like Gecko) Mobile/14F89,iPhone,2,Apple\, Inc.,\N,0,1496255647,1496256553,Apple iPhone,Apple,iPhone,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,044BED2FE308
360,70:18:8B:CB:71:2B,205,205,tru,7,g,1,802.11bgn,0,1492753081,1492754281,1492753081,1492754281,\N,4,4,1,0,0,,,\N,\N,0,\N,\N,,\N,Hon Hai Precision Ind. Co.\,Ltd.,\N,0,\N,\N,Hon Hai Precision Ind. Co.\,Ltd.,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,70188BCB712B
1617,8C:F5:A3:BB:AA:DD,191,191,eduroam,12,a,2,802.11ac,0,1495743538,1495745341,1496676020,\N,\N,4,4,1,0,0,Android,Linux; U; Android 7.0; SM-G930W8 Build/NRD90M,\N,\N,0,\N,Dalvik/2.1.0 (Linux; U; Android 7.0; SM-G930W8 Build/NRD90M,Android,2,Unknown,EAP,1,1496676023,\N,Android,,SM-G930W8,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,8CF5A3BBAADD,0,\N
344,10:02:B5:BC:66:0A,205,205,tru,7,g,1,802.11bgn,0,1492734777,1492735677,1492734777,1492735677,\N,4,4,1,0,0,,,\N,\N,0,\N,\N,,\N,Intel Corporate,\N,0,\N,\N,Intel Corporate,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,1002B5BC660A,0,\N
1231,00:34:DA:0C:51:92,198,205,eduroam,12,a,2,802.11ac,0,1494446132,1494452143,1494452143,1494453044,\N,4,4,1,0,0,Android,Linux; U; Android 6.0; LG-D852 Build/MRA58K,\N,\N,0,\N,Dalvik/2.1.0 (Linux; U; Android 6.0; LG-D852 Build/MRA58K),Android,2,LG Electronics (Mobile Communications),\N,0,1494452144,1494453045,LG D852,LG,D852,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,0034DA0C5192,0,\N
1510,F0:79:60:2A:99:0C,203,195,eduroam,12,a,2,802.11ac,0,1495558467,1495561773,1495658219,1495659120,\N,4,1,1,0,0,Mac OS X,Macintosh; OS X 10.12.1; 16B2657,\N,\N,0,\N,MacAppStore/2.2 (Macintosh; OS X 10.12.1; 16B2657) AppleWebKit/2602.2.14.0.7,OS X,2,Unknown,\N,0,1495658220,1495659121,Apple Mac,Apple,Mac,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,F079602A990C,0,\N
1611,B8:86:87:46:C9:85,200,200,tru,7,a,2,802.11ac,0,1495737828,1495741434,1495737828,1495741434,\N,4,4,1,0,0,Windows,Windows NT 6.3; WOW64; rv:53.0,\N,\N,0,\N,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,Win 8,2,Liteon Technology Corporation,\N,0,1495738129,1495741436,Windows 8,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,B8868746C985,0,\N
1421,E8:50:8B:4D:4D:3A,205,205,tru,7,g,1,802.11bgn,0,1495124919,1495126120,1496075007,1496075307,\N,4,4,1,0,0,Android,Linux; U; Android 7.0; SM-G925W8 Build/NRD90M,\N,\N,0,\N,Dalvik/2.1.0 (Linux; U; Android 7.0; SM-G925W8 Build/NRD90M,Android,2,Samsung Electro Mechanics co.\, LTD.,\N,0,\N,\N,Android,,SM-G925W8,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,E8508B4D4D3A,0
253,84:7A:88:02:48:88,194,205,eduroam,12,g,1,802.11bgn,0,1492703552,1492703853,1496360158,1496361361,\N,4,4,1,0,0,Android,Android 5.0.2; Mobile; rv:51.0,\N,\N,0,\N,Mozilla/5.0 (Android 5.0.2; Mobile; rv:51.0) Gecko/51.0 Firefox/51.0,Android,2,HTC Corporation,\N,0,1496360159,1496361363,Android,,Android 5.0.2; Mobile;,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,847A88024888,0,\N
324,4C:32:75:92:38:F1,205,194,eduroam,12,a,2,802.11ac,0,1492725470,1492725771,1496255647,1496256552,\N,4,4,1,0,0,Mac OS X,10.11,\N,\N,0,\N,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:53.0) Gecko/20100101 Firefox/53.0,OS X,2,Unknown,\N,0,1496255649,1496256554,Apple Mac,Apple,Mac,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,4C32759238F1,0,\N
1795,AC:5F:3E:DE:7A:C6,200,200,tru,7,a,2,802.11ac,0,1496275578,1496277995,1496275578,1496277995,\N,4,4,1,0,0,Android,Linux; Android 6.0.1; SM-G920W8 Build/LRX22C,\N,\N,0,\N,Mozilla/5.0 (Linux; Android 6.0.1; SM-G920W8 Build/LRX22C) AppleWebKit/537.36 (KHTML\, like Gecko) SamsungBrowser/3.0 Chrome/38.,Android,2,SAMSUNG ELECTRO-MECHANICS(THAILAND),\N,0,\N,\N,Samsung SM-G920W8,Samsung,SM-G920W8,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,AC5F3EDE7AC6,0
1270,90:B6:86:6A:40:49,205,205,eduroam,12,g,1,802.11bgn,0,1494525467,1494525767,1495599927,1495601128,\N,4,4,1,0,0,Android,Linux; U; Android 6.0.1; SM-N910C Build/MMB29K,\N,\N,0,\N,Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-N910C Build/MMB29K),Android,2,Murata Manufacturing Co.\, Ltd.,\N,0,1495599927,1495601129,Motorola SM-N910C,Motorola,SM-N910C,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,90B6866A4049,0
1356,B8:08:CF:51:05:1C,192,192,tru,7,a,2,802.11ac,0,1494956117,1494959122,1494956117,1494959122,\N,4,4,1,0,0,Windows,Windows NT 10.0; Win64; x64,\N,\N,0,\N,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML\, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.1439,Win 10,2,Intel Corporate,\N,0,\N,\N,Windows 10,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,B808CF51051C,0
365,30:52:CB:ED:97:18,201,198,eduroam,12,g,1,802.11bgn,0,1492787888,1492792091,1493146202,1493161515,\N,4,4,1,0,0,Windows,compatible; MSIE 7.0; Windows NT 10.0; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30,\N,\N,0,\N,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 10.0; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30,Win 10,2,Liteon Technology Corporation,\N,0,1493146203,1493161516,Windows 10,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,3052CBED9718,0,\N
340,C8:1E:E7:91:8A:1A,205,205,tru,7,g,1,802.11bgn,0,1492732676,1492733576,1494370706,1494371607,\N,4,4,1,0,0,,,\N,\N,0,\N,\N,,\N,Apple\, Inc.,\N,0,\N,\N,Apple\, Inc.,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,C81EE7918A1A
366,00:1E:C2:BB:AA:84,205,205,tru,7,a,2,802.11ac,0,1492789389,1492790289,1492789389,1492790289,\N,4,4,1,0,0,,,\N,\N,0,\N,\N,,\N,Apple\, Inc.,\N,0,\N,\N,Apple\, Inc.,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,001EC2BBAA84
1390,64:A6:51:CB:3C:E2,205,205,eduroam,12,g,1,802.11bgn,0,1495046226,1495046527,1495046226,1495046527,\N,4,4,1,0,0,Android,Linux; U; Android 6.0; HUAWEI P8max Build/HUAWEIDAV-703L,\N,\N,0,\N,Dalvik/2.1.0 (Linux; U; Android 6.0; HUAWEI P8max Build/HUAWEIDAV-703L),Android,2,HUAWEI TECHNOLOGIES CO.\,LTD,\N,0,1495046228,1495046528,Huawei P8max,Huawei,P8max,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,64A651CB3CE2,0
345,FC:D8:48:1C:DF:DA,205,205,tru,7,g,1,802.11bgn,0,1492734777,1492735077,1492734777,1492735077,\N,4,4,1,0,0,,,\N,\N,0,\N,\N,,\N,Unknown,\N,0,\N,\N,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,FCD8481CDFDA,0,\N
374,A0:99:9B:A4:B7:98,205,205,tru,7,g,1,802.11bgn,0,1492793892,1492794669,1492793892,1492794669,\N,4,4,1,0,0,,,\N,\N,0,\N,\N,,\N,Apple\, Inc.,\N,0,\N,\N,Apple\, Inc.,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,A0999BA4B798
1796,B8:E8:56:27:B1:56,200,200,eduroam,12,a,2,802.11ac,0,1496275578,1496278298,1496279809,1496281613,\N,4,4,1,0,0,Mac OS X,10_10_5,\N,\N,0,\N,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML\, like Gecko) Chrome/57.0.2987.133 Safari/537.36,OS X,2,Apple\, Inc.,\N,0,1496279809,1496281614,Apple Mac,Apple,Mac,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,B8E85627B156
